Lig	Rec	LigRec	pathway	evidence
RAET1G	KLRK1	RAET1G_KLRK1	MHC-I	PMID: 24223577;Induces NK Cell Activation. Reviewed in PMID: 24223577;19424970
HLA-DPA1	CD4	HLA-DPA1_CD4	MHC-II	KEGG: hsa04514
HLA-DPB1	CD4	HLA-DPB1_CD4	MHC-II	KEGG: hsa04514
HLA-DQA1	CD4	HLA-DQA1_CD4	MHC-II	KEGG: hsa04514
HLA-DMA	CD4	HLA-DMA_CD4	MHC-II	KEGG: hsa04514
HLA-DMB	CD4	HLA-DMB_CD4	MHC-II	KEGG: hsa04514
HLA-DQA2	CD4	HLA-DQA2_CD4	MHC-II	KEGG: hsa04514
HLA-DOA	CD4	HLA-DOA_CD4	MHC-II	KEGG: hsa04514
HLA-DOB	CD4	HLA-DOB_CD4	MHC-II	KEGG: hsa04514
HLA-DQB1	CD4	HLA-DQB1_CD4	MHC-II	KEGG: hsa04514
HLA-DRA	CD4	HLA-DRA_CD4	MHC-II	KEGG: hsa04514
HLA-DRB1	CD4	HLA-DRB1_CD4	MHC-II	KEGG: hsa04514
HLA-DRB5	CD4	HLA-DRB5_CD4	MHC-II	KEGG: hsa04514
MPZ	MPZL1	MPZ_MPZL1	MPZ	KEGG: hsa04514
MPZ	MPZ	MPZ_MPZ	MPZ	KEGG: hsa04514
MPZL1	MPZL1	MPZL1_MPZL1	MPZ	KEGG: hsa04514
NCAM1	FGFR1	NCAM1_FGFR1	NCAM	PMID: 12791257;12791257;12121226
NCAM1	NCAM1	NCAM1_NCAM1	NCAM	KEGG: hsa04514
NCAM1	NCAM2	NCAM1_NCAM2	NCAM	KEGG: hsa04514
NCAM1	L1CAM	NCAM1_L1CAM	NCAM	KEGG: hsa04514
NCAM2	L1CAM	NCAM2_L1CAM	NCAM	KEGG: hsa04514
NECTIN1	CADM3	NECTIN1_CADM3	NECTIN	PMID: 23027581;uniprot
NECTIN1	CD96	NECTIN1_CD96	NECTIN	PMID: 23027581
NECTIN1	NECTIN4	NECTIN1_NECTIN4	NECTIN	PMID: 23027581;22902367
NECTIN3	NECTIN1	NECTIN3_NECTIN1	NECTIN	PMID: 23027581
NECTIN3	NECTIN2	NECTIN3_NECTIN2	NECTIN	PMID: 23027581
NECTIN3	PVR	NECTIN3_PVR	NECTIN	PMID: 23027581
NECTIN3	TIGIT	NECTIN3_TIGIT	NECTIN	KEGG: hsa04514; PMID: 1313846;
NECTIN2	CD226	NECTIN2_CD226	NECTIN	KEGG: hsa04514;
NECTIN2	TIGIT	NECTIN2_TIGIT	NECTIN	KEGG: hsa04514
NECTIN1	NECTIN3	NECTIN1_NECTIN3	NECTIN	KEGG: hsa04514;12740392
NEGR1	NEGR1	NEGR1_NEGR1	NEGR	KEGG: hsa04514
LRRC4C	NTNG1	LRRC4C_NTNG1	NGL	KEGG: hsa04514
LRRC4	NTNG2	LRRC4_NTNG2	NGL	KEGG: hsa04514
LRRC4B	PTPRF	LRRC4B_PTPRF	NGL	KEGG: hsa04514
ULBP1	HCST	ULBP1_HCST	NKG2D	PMID: 24223577;Induces NK Cell Activation. Reviewed in PMID: 24223577
DLK1	NOTCH1	DLK1_NOTCH1	NOTCH	PMID: 22353464;22353464
DLK1	NOTCH2	DLK1_NOTCH2	NOTCH	PMID: 22353464;22353464
DLK1	NOTCH3	DLK1_NOTCH3	NOTCH	PMID: 22353464;22353464
DLK1	NOTCH4	DLK1_NOTCH4	NOTCH	PMID: 22353464;22353464
DLL1	NOTCH1	DLL1_NOTCH1	NOTCH	PMID: 22353464;22353464;9819428,11
DLL1	NOTCH3	DLL1_NOTCH3	NOTCH	PMID: 22353464;12482954;12482954,11
DLL1	NOTCH4	DLL1_NOTCH4	NOTCH	PMID: 22353464;22353464;
DLL3	NOTCH1	DLL3_NOTCH1	NOTCH	PMID: 22353464;22353464
DLL3	NOTCH2	DLL3_NOTCH2	NOTCH	PMID: 22353464;22353464
DLL3	NOTCH3	DLL3_NOTCH3	NOTCH	PMID: 22353464;22353464
DLL3	NOTCH4	DLL3_NOTCH4	NOTCH	PMID: 22353464;22353464
DLL4	NOTCH1	DLL4_NOTCH1	NOTCH	PMID: 22353464;22353464;16219802,10837024,11739188
DLL4	NOTCH2	DLL4_NOTCH2	NOTCH	PMID: 22353464;22842086;22353464
DLL4	NOTCH3	DLL4_NOTCH3	NOTCH	PMID: 22353464;18182388;22353464
DLL4	NOTCH4	DLL4_NOTCH4	NOTCH	PMID: 22353464;16219802;16219802,13
JAG1	NOTCH1	JAG1_NOTCH1	NOTCH	PMID: 22353464;22353464;7697721,11
JAG1	NOTCH2	JAG1_NOTCH2	NOTCH	PMID: 22353464;26198319,32196115,32103204;10551863,11
JAG1	NOTCH3	JAG1_NOTCH3	NOTCH	PMID: 22353464;22353464;11006133,14714274,12482954
JAG1	NOTCH4	JAG1_NOTCH4	NOTCH	PMID: 22353464;24563863
JAG2	NOTCH1	JAG2_NOTCH1	NOTCH	PMID: 22353464;22353464;11006133
JAG2	NOTCH2	JAG2_NOTCH2	NOTCH	PMID: 22353464;22353464;10958687
JAG2	NOTCH3	JAG2_NOTCH3	NOTCH	PMID: 22353464;22353464;11006133
JAG2	NOTCH4	JAG2_NOTCH4	NOTCH	PMID: 22353464;22353464;
DLL1	NOTCH2	DLL1_NOTCH2	NOTCH	PMID: 22353464;10958687
NRXN1	NLGN1	NRXN1_NLGN1	NRXN	KEGG: hsa04514
NRXN1	NLGN2	NRXN1_NLGN2	NRXN	KEGG: hsa04514
NRXN1	NLGN3	NRXN1_NLGN3	NRXN	KEGG: hsa04514
NRXN2	NLGN1	NRXN2_NLGN1	NRXN	KEGG: hsa04514
NRXN2	NLGN2	NRXN2_NLGN2	NRXN	KEGG: hsa04514
NRXN2	NLGN3	NRXN2_NLGN3	NRXN	KEGG: hsa04514
NRXN3	NLGN1	NRXN3_NLGN1	NRXN	KEGG: hsa04514
NRXN3	NLGN2	NRXN3_NLGN2	NRXN	KEGG: hsa04514
NRXN3	NLGN3	NRXN3_NLGN3	NRXN	KEGG: hsa04514
OCLN	OCLN	OCLN_OCLN	OCLN	KEGG: hsa04514
CD274	PDCD1	CD274_PDCD1	PD-L1	PMID: 23954143;antigen-stimulated T cells become anergic. PMID: 23954143;23954143,12889478;12889478
PDCD1LG2	PDCD1	PDCD1LG2_PDCD1	PDL2	PMID: 23954143;antigen-stimulated T cells become anergic. PMID: 23954143;23954143
PECAM1	PECAM1	PECAM1_PECAM1	PECAM1	KEGG: hsa04514
PTPRM	PTPRM	PTPRM_PTPRM	PTPRM	KEGG: hsa04514
PVR	CD226	PVR_CD226	PVR	KEGG: hsa04514;activating interaction PMID: 15607800, NK cell cytotoxicity. PMID: 24440149;
PVR	TIGIT	PVR_TIGIT	PVR	KEGG: hsa04514;PMID: 19815499, Induces NK Cell Inhibition. Reviewed in PMID:24987108;
SELE	CD44	SELE_CD44	SELE	PMC4571854
SELE	GLG1	SELE_GLG1	SELE	PMID: 11404363;11404363
SELL	CD34	SELL_CD34	SELL	PMID: 7692600; PMID: 8977216;7692600,8977216
SELL	PODXL	SELL_PODXL	SELL	PMID: 22814396
SELL	MADCAM1	SELL_MADCAM1	SELL	KEGG: hsa04514
SELPLG	SELE	SELPLG_SELE	SELPLG	PMC4571854;11402070;11402070,8621728,9128259
SELPLG	SELL	SELPLG_SELL	SELPLG	PMC2431087; PMID:  8892633,PMID:  8896607;10725346
SELPLG	SELP	SELPLG_SELP	SELPLG	PMID: 19118202; PMID: 9829984;19118202,9829984,12393589;12393589;9129046,9128259,10713099,17064811
SEMA4A	NRP1	SEMA4A_NRP1	SEMA4	PMID: 27533782;23913274
SEMA4A	PLXNA1	SEMA4A_PLXNA1	SEMA4	PMID: 27533782
SEMA4A	PLXNA2	SEMA4A_PLXNA2	SEMA4	PMID: 27533782
SEMA4A	PLXNA3	SEMA4A_PLXNA3	SEMA4	PMID: 27533782
SEMA4A	PLXNA4	SEMA4A_PLXNA4	SEMA4	PMID: 27533782
SEMA4A	PLXNB1	SEMA4A_PLXNB1	SEMA4	PMID: 27533782;20043131;
SEMA4A	PLXNB2	SEMA4A_PLXNB2	SEMA4	PMID: 27533782;29981480;
SEMA4A	PLXNB3	SEMA4A_PLXNB3	SEMA4	PMID: 27533782;32196115;
SEMA4D	PLXNB1	SEMA4D_PLXNB1	SEMA4	PMID: 27533782;PMID: 22325954;10520995;10520995,12198496,11937491
SEMA4D	PLXNB2	SEMA4D_PLXNB2	SEMA4	PMID: 27533782;PMID: 22325954;15330859
SEMA4D	PLXNB3	SEMA4D_PLXNB3	SEMA4	PMID: 27533782
SEMA4C	PLXNB2	SEMA4C_PLXNB2	SEMA4	PMID: 27533782;uniprot;26198319,32196115,32103204;21122816
SEMA4G	PLXNB2	SEMA4G_PLXNB2	SEMA4	PMID: 27533782;uniprot;26198319,32196115,32103204;21122816
SEMA4D	CD72	SEMA4D_CD72	SEMA4	PMID: 22325954;11114375;11114375,13
SEMA5A	PLXNA1	SEMA5A_PLXNA1	SEMA5	PMID: 27533782
SEMA5B	PLXNA1	SEMA5B_PLXNA1	SEMA5	PMID: 27533782
SEMA5A	PLXNA3	SEMA5A_PLXNA3	SEMA5	PMID: 27533782
SEMA5B	PLXNA3	SEMA5B_PLXNA3	SEMA5	PMID: 27533782
SEMA5A	PLXNB3	SEMA5A_PLXNB3	SEMA5	PMID: 27533782;uniprot;15218527
SEMA6D	PLXNA1	SEMA6D_PLXNA1	SEMA6	PMID: 22325954;PMID: 27533782;14977921
SEMA6D	KDR	SEMA6D_KDR	SEMA6	PMID: 22325954;14977921
SEMA6D	TREM2	SEMA6D_TREM2	SEMA6	PMID: 22325954;16715077
SEMA6A	PLXNA2	SEMA6A_PLXNA2	SEMA6	PMID: 27533782;18327254
SEMA6B	PLXNA2	SEMA6B_PLXNA2	SEMA6	PMID: 27533782
SEMA6A	PLXNA4	SEMA6A_PLXNA4	SEMA6	PMID: 27533782;20606624
SEMA6B	PLXNA4	SEMA6B_PLXNA4	SEMA6	PMID: 27533782
SEMA7A	ITGB1	SEMA7A_ITGB1	SEMA7	PMID: 22325954;7377534
SEMA7A	ITGA1	SEMA7A_ITGA1	SEMA7	PMID: 22325954;7377534
SEMA7A	PLXNC1	SEMA7A_PLXNC1	SEMA7	PMID: 27533782;PMID: 22325954;10520995
SIGLEC1	SPN	SIGLEC1_SPN	SN	KEGG: hsa04514; PMID: 11238599;11238599
THY1	ITGAM	THY1_ITGAM	THY1	PMID: 15850796;15850796
THY1	ITGB2	THY1_ITGB2	THY1	PMID: 15850796;15850796
THY1	ITGAX	THY1_ITGAX	THY1	PMID: 15850796;15850796
THY1	ITGAV	THY1_ITGAV	THY1	PMID: 29212879; PMID: 18346467;29212879,18346467,https:www.ncbi.nlm.nih.gov
THY1	ITGB3	THY1_ITGB3	THY1	PMID: 29212879; PMID: 18346467;29212879,18346467,https:www.ncbi.nlm.nih.gov
TIGIT	NECTIN2	TIGIT_NECTIN2	TIGIT	PMID: 1313846; PMID:24987108;PMID: 1313846, Induces NK Cell Inhibition. Reviewed in PMID:24987108
TIGIT	PVR	TIGIT_PVR	TIGIT	PMID:24987108
ITGA4	VCAM1	ITGA4_VCAM1	VCAM	KEGG: hsa04514
ITGB1	VCAM1	ITGB1_VCAM1	VCAM	KEGG: hsa04514
ITGA9	VCAM1	ITGA9_VCAM1	VCAM	KEGG: hsa04514
ITGB7	VCAM1	ITGB7_VCAM1	VCAM	KEGG: hsa04514
VSIR	IGSF11	VSIR_IGSF11	VISTA	KEGG: hsa04514
IL12A	IL12RB1	IL12A_IL12RB1	undefined	uniprot;11086056
IL12A	IL12RB2	IL12A_IL12RB2	undefined	uniprot;943050
IL12B	IL12RB1	IL12B_IL12RB1	undefined	uniprot;7843232;7843232,753
IL12B	IL12RB2	IL12B_IL12RB2	undefined	uniprot;11086056;11086056,12
INHBA	ACVR1	INHBA_ACVR1	undefined	less common binding; PMID: 22710174; PMID: 22991378  & rndsystem webpage;11266516
INHBB	ACVR1	INHBB_ACVR1	undefined	less common binding; PMID: 22710174; PMID: 22991378  & rndsystem webpage;11266516
IL12B	IL23R	IL12B_IL23R	undefined	uniprot;17587057
IL23A	IL12RB1	IL23A_IL12RB1	undefined	uniprot;12023369;12023369,11114383,12023369,12671732
IL23A	IL23R	IL23A_IL23R	undefined	uniprot;12023369
FGA	ITGAM	FGA_ITGAM	undefined	uniprot;16601240
FGG	ITGAM	FGG_ITGAM	undefined	uniprot
FGB	ITGAM	FGB_ITGAM	undefined	uniprot;16601240
INHBA	ACVR1C	INHBA_ACVR1C	undefined	PMID: 22710174 & rndsystem webpage; PMID: 22991378
EBI3	IL27RA	EBI3_IL27RA	undefined	uniprot;12121660
EBI3	IL6ST	EBI3_IL6ST	undefined	uniprot;22306691;
IL27	IL27RA	IL27_IL27RA	undefined	uniprot;12121660
IL27	IL6ST	IL27_IL6ST	undefined	uniprot
EBI3	IL12RB2	EBI3_IL12RB2	undefined	uniprot
IL12A	IL6ST	IL12A_IL6ST	undefined	uniprot
FGA	ITGA2B	FGA_ITGA2B	undefined	uniprot;11460491
FGG	ITGA2B	FGG_ITGA2B	undefined	uniprot;2018974
FGB	ITGA2B	FGB_ITGA2B	undefined	uniprot;2018974
FGA	ITGB3	FGA_ITGB3	undefined	uniprot;11460491
FGG	ITGB3	FGG_ITGB3	undefined	uniprot;32196115;
FGB	ITGB3	FGB_ITGB3	undefined	uniprot;32196115;
FGA	ITGAX	FGA_ITGAX	undefined	uniprot;4062888
FGG	ITGAX	FGG_ITGAX	undefined	uniprot
FGB	ITGAX	FGB_ITGAX	undefined	uniprot
HLA-E	KLRD1	HLA-E_KLRD1	undefined	PMID: 28484462;9486650,14734748,9815261,9486650,9886400
VWF	GP1BB	VWF_GP1BB	undefined	1m10, PDB partially . Platets needed for its activation.
F2	GP1BB	F2_GP1BB	undefined	1hyr, PDB partially;32196115;
ULBP3	KLRK1	ULBP3_KLRK1	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577. 1kcg, PDB partially;20530255
ULBP3	HCST	ULBP3_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577. 1kcg, PDB partially
VEGFA	FLT1	VEGFA_FLT1	undefined	uniprot;17051153;8621427,15637071,17051153,9393862
VEGFA	KDR	VEGFA_KDR	undefined	uniprot;8621427;8621427,15637071,17318185
GDF10	ACVR2B	GDF10_ACVR2B	undefined	PMID: 22710174
MICA	KLRK1	MICA_KLRK1	undefined	1hyr, PDB partially, Induces NK Cell Activation. Reviewed in PMID: 24223577;11491531
MICA	HCST	MICA_HCST	undefined	1hyr, PDB partially, Induces NK Cell Activation. Reviewed in PMID: 24223577
PGF	FLT1	PGF_FLT1	undefined	uniprot;9452434;9452434,147
PGF	KDR	PGF_KDR	undefined	uniprot
VEGFB	FLT1	VEGFB_FLT1	undefined	uniprot;9751730;97517301,98
VEGFB	KDR	VEGFB_KDR	undefined	uniprot
IL1RN	IL1R2	IL1RN_IL1R2	undefined	low affinity;1834644
IL1RN	IL1RAP	IL1RN_IL1RAP	undefined	low affinity;1ira, PDB partially
RAET1L	KLRK1	RAET1L_KLRK1	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577. 4s0u, PDB partially;23025544
RAET1L	HCST	RAET1L_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577. 4s0u, PDB partially
RAET1E	HCST	RAET1E_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577
ULBP2	KLRK1	ULBP2_KLRK1	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577;10894171
ULBP2	HCST	ULBP2_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577
IFNL3	IFNLR1	IFNL3_IFNLR1	undefined	5t5w, PDB;PMID: 9208871;12974481
IFNL3	IL10RB	IFNL3_IL10RB	undefined	5t5w, PDB;PMID: 9208871;12974481;12974481,12
RAET1G	HCST	RAET1G_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577
MICB	KLRK1	MICB_KLRK1	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577;11491531
MICB	HCST	MICB_HCST	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577
PDGFD	PDGFRA	PDGFD_PDGFRA	undefined	uniprot;32196115;
BMP3	ACVR1B	BMP3_ACVR1B	undefined	PMID: 22710174
BMP3	ACVR2A	BMP3_ACVR2A	undefined	PMID: 22710174
IL2	IL2RA	IL2_IL2RA	undefined	2b5i, PDB;15265897;15265897,2
IL11	IL11RA	IL11_IL11RA	undefined	uniprot;10948192;10948192,7670098,10504396
IL11	IL6ST	IL11_IL6ST	undefined	uniprot;10948192
IL1RN	IL1R1	IL1RN_IL1R1	undefined	1ira, PDB partially;11641511;11641511,91
CLCF1	IL6ST	CLCF1_IL6ST	undefined	uniprot;10966616
AMH	BMPR1B	AMH_BMPR1B	undefined	PMID: 22710174
COL16A1	ITGB1	COL16A1_ITGB1	undefined	uniprot;32196115;
COL16A1	ITGA11	COL16A1_ITGA11	undefined	uniprot
COL18A1	ITGB1	COL18A1_ITGB1	undefined	uniprot;12682293
COL18A1	ITGA10	COL18A1_ITGA10	undefined	uniprot
NRTN	RET	NRTN_RET	undefined	uniprot;9182803;9182803,919
NRTN	GFRA2	NRTN_GFRA2	undefined	uniprot;9182803;9182803,108
COL7A1	ITGB1	COL7A1_ITGB1	undefined	uniprot;32196115;
COL7A1	ITGA10	COL7A1_ITGA10	undefined	uniprot
COL5A1	ITGB1	COL5A1_ITGB1	undefined	uniprot;32196115;
COL5A1	ITGA11	COL5A1_ITGA11	undefined	uniprot
GDNF	RET	GDNF_RET	undefined	uniprot;9182803;9482105,9182803,14514671,8674117
GDNF	GFRA1	GDNF_GFRA1	undefined	uniprot;14514671;14514671,8674117,9482105
COL14A1	ITGB1	COL14A1_ITGB1	undefined	uniprot
COL14A1	ITGA10	COL14A1_ITGA10	undefined	uniprot
VCAM1	ITGB2	VCAM1_ITGB2	undefined	uniprot;10438935
VCAM1	ITGAD	VCAM1_ITGAD	undefined	uniprot;10438935
COL16A1	ITGA2	COL16A1_ITGA2	undefined	uniprot
FN1	ITGA2	FN1_ITGA2	undefined	uniprot;7688313
THBS1	ITGA2B	THBS1_ITGA2B	undefined	uniprot;2478219
ITGB1	COL17A1	ITGB1_COL17A1	undefined	uniprot
ARTN	RET	ARTN_RET	undefined	uniprot;9883723
ARTN	GFRA3	ARTN_GFRA3	undefined	uniprot;9883723
MMP2	ITGAV	MMP2_ITGAV	undefined	uniprot
MMP2	ITGB3	MMP2_ITGB3	undefined	uniprot
COL8A1	ITGB1	COL8A1_ITGB1	undefined	uniprot
COL8A1	ITGA1	COL8A1_ITGA1	undefined	uniprot;12482545;12482545,11
ICAM3	ITGB2	ICAM3_ITGB2	undefined	uniprot;15728350;15728350,11353828,7822326
ICAM3	ITGAL	ICAM3_ITGAL	undefined	uniprot;15728350;15728350,11353828,15728350
COL5A1	ITGA2	COL5A1_ITGA2	undefined	uniprot
COL7A1	ITGA1	COL7A1_ITGA1	undefined	uniprot
COL18A1	ITGA11	COL18A1_ITGA11	undefined	uniprot
COL7A1	ITGA11	COL7A1_ITGA11	undefined	uniprot
COL5A1	ITGA10	COL5A1_ITGA10	undefined	uniprot
COL11A1	ITGB1	COL11A1_ITGB1	undefined	uniprot;32196115;
COL11A1	ITGA10	COL11A1_ITGA10	undefined	uniprot
COL18A1	ITGA2	COL18A1_ITGA2	undefined	uniprot
COL8A2	ITGB1	COL8A2_ITGB1	undefined	uniprot
COL8A2	ITGA2	COL8A2_ITGA2	undefined	uniprot
PLG	ITGA2B	PLG_ITGA2B	undefined	uniprot
PLG	ITGB3	PLG_ITGB3	undefined	uniprot
COL16A1	ITGA1	COL16A1_ITGA1	undefined	uniprot
COL3A1	ITGB1	COL3A1_ITGB1	undefined	uniprot;14970208;
COL3A1	ITGA2	COL3A1_ITGA2	undefined	uniprot;14970208;
COL5A2	ITGB1	COL5A2_ITGB1	undefined	uniprot;32196115;
COL5A2	ITGA1	COL5A2_ITGA1	undefined	uniprot;32196115;
COL8A1	ITGA2	COL8A1_ITGA2	undefined	uniprot;12482545;12482545,11
FBN1	ITGB1	FBN1_ITGB1	undefined	uniprot;20686071
FBN1	ITGA5	FBN1_ITGA5	undefined	uniprot;20686071
L1CAM	ITGB1	L1CAM_ITGB1	undefined	PMC2120661
L1CAM	ITGA5	L1CAM_ITGA5	undefined	PMC2120661;10871287
COL5A1	ITGA1	COL5A1_ITGA1	undefined	uniprot;32196115;
COL14A1	ITGA11	COL14A1_ITGA11	undefined	uniprot
VCAM1	ITGB1	VCAM1_ITGB1	undefined	uniprot;PMC4368157;11751331;11751331,12097820,19057841
VCAM1	ITGA9	VCAM1_ITGA9	undefined	uniprot;10926928;
COL3A1	ITGA10	COL3A1_ITGA10	undefined	uniprot
COL8A2	ITGA1	COL8A2_ITGA1	undefined	uniprot
COL11A1	ITGA1	COL11A1_ITGA1	undefined	uniprot
JAM2	ITGA4	JAM2_ITGA4	undefined	12070135
ITGB1	COL13A1	ITGB1_COL13A1	undefined	uniprot
IFNL2	IL10RB	IFNL2_IL10RB	undefined	PMID: 9208871;12974481;12974481,12
IFNL2	IFNLR1	IFNL2_IFNLR1	undefined	PMID: 9208871;12974481;12974481,12
IFNL1	IL10RB	IFNL1_IL10RB	undefined	PMID: 9208871;12974481
IFNL1	IFNLR1	IFNL1_IFNLR1	undefined	PMID: 9208871;12974481;12974481,12
COL5A3	ITGB1	COL5A3_ITGB1	undefined	uniprot
COL5A3	ITGA11	COL5A3_ITGA11	undefined	uniprot
FN1	ITGB5	FN1_ITGB5	undefined	uniprot
COL11A1	ITGA11	COL11A1_ITGA11	undefined	uniprot
COL7A1	ITGA2	COL7A1_ITGA2	undefined	uniprot;32196115;
COL8A2	ITGA11	COL8A2_ITGA11	undefined	uniprot
COL5A3	ITGA10	COL5A3_ITGA10	undefined	uniprot
COL8A1	ITGA11	COL8A1_ITGA11	undefined	uniprot
VCAM1	ITGB7	VCAM1_ITGB7	undefined	uniprot;12682249
VCAM1	ITGA4	VCAM1_ITGA4	undefined	uniprot;PMC4368157;11751331
ICAM4	ITGB2	ICAM4_ITGB2	undefined	uniprot;15355350,12694184;15355350,11
ICAM4	ITGAL	ICAM4_ITGAL	undefined	uniprot;10846180;15355350
CSPG4	ITGA3	CSPG4_ITGA3	undefined	uniprot
COL3A1	ITGA11	COL3A1_ITGA11	undefined	uniprot
LAMC1	ITGB3	LAMC1_ITGB3	undefined	uniprot
F2	ITGA2B	F2_ITGA2B	undefined	uniprot;11487023
F2	ITGB3	F2_ITGB3	undefined	uniprot
TNC	ITGA4	TNC_ITGA4	undefined	uniprot
COL3A1	ITGA1	COL3A1_ITGA1	undefined	uniprot
COL14A1	ITGA1	COL14A1_ITGA1	undefined	uniprot
PSPN	RET	PSPN_RET	undefined	uniprot;11116144
PSPN	GFRA4	PSPN_GFRA4	undefined	uniprot;11116144
F10	ITGB2	F10_ITGB2	undefined	uniprot;15350525;
F10	ITGAM	F10_ITGAM	undefined	uniprot;32196115;
COL8A2	ITGA10	COL8A2_ITGA10	undefined	uniprot
COL5A2	ITGA2	COL5A2_ITGA2	undefined	uniprot
FN1	ITGA11	FN1_ITGA11	undefined	uniprot
FN1	ITGA10	FN1_ITGA10	undefined	uniprot
CDH1	ITGA2	CDH1_ITGA2	undefined	12392763
COL5A3	ITGA1	COL5A3_ITGA1	undefined	uniprot
COL5A2	ITGA11	COL5A2_ITGA11	undefined	uniprot
COL14A1	ITGA2	COL14A1_ITGA2	undefined	uniprot
NRG1	ITGB4	NRG1_ITGB4	undefined	uniprot
NRG1	ITGA6	NRG1_ITGA6	undefined	uniprot
TGFB1	ITGAV	TGFB1_ITGAV	undefined	5ffo, PDB;11970960
TGFB1	ITGB6	TGFB1_ITGB6	undefined	5ffo, PDB;10025398
ICAM3	ITGAD	ICAM3_ITGAD	undefined	uniprot;8777714
ITGB1	PLAUR	ITGB1_PLAUR	undefined	11053440
ITGA4	PLAUR	ITGA4_PLAUR	undefined	11053440
COL18A1	ITGA1	COL18A1_ITGA1	undefined	uniprot
CD47	SIRPB1	CD47_SIRPB1	undefined	2jjs, PDB partially
CD47	TYROBP	CD47_TYROBP	undefined	2jjs, PDB partially
ARTN	GFRA1	ARTN_GFRA1	undefined	uniprot;9883723
F2	ITGAV	F2_ITGAV	undefined	uniprot
COL5A2	ITGA10	COL5A2_ITGA10	undefined	uniprot
COL8A1	ITGA10	COL8A1_ITGA10	undefined	uniprot
COL16A1	ITGA10	COL16A1_ITGA10	undefined	uniprot
COL11A1	ITGA2	COL11A1_ITGA2	undefined	uniprot;32196115;
COL5A3	ITGA2	COL5A3_ITGA2	undefined	uniprot
GDF9	TGFBR1	GDF9_TGFBR1	undefined	PMID: 22710174;14514671;14684852
FCER2	CR2	FCER2_CR2	undefined	16785534,PMC2212946;16785534
FASLG	TNFRSF6B	FASLG_TNFRSF6B	undefined	uniprot;14697332;14697332,10318773,11994433,9872321
CADM3	NECTIN3	CADM3_NECTIN3	undefined	uniprot
CCL15	CCR3	CCL15_CCR3	undefined	uniprot;10699158
CD58	CD2	CD58_CD2	undefined	Reviewed in PMID: 23602662;30368623;
ANGPT4	TEK	ANGPT4_TEK	undefined	uniprot;10051567
ICAM3	CLEC4M	ICAM3_CLEC4M	undefined	15795245;11257134
TGFB2	TGFBR3	TGFB2_TGFBR3	undefined	uniprot;12809600;12809600,11
TNFSF10	TNFRSF10A	TNFSF10_TNFRSF10A	undefined	uniprot;15766588;15766588,10549288,9082980,9325248
TNFSF10	TNFRSF10C	TNFSF10_TNFRSF10C	undefined	uniprot;9314565;9325248,9613612,9314565,9325248
CLEC2B	KLRF1	CLEC2B_KLRF1	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577;24223577
VEGFC	KDR	VEGFC_KDR	undefined	uniprot;8612600;8612600,11332691,11332691
TNFSF15	TNFRSF6B	TNFSF15_TNFRSF6B	undefined	uniprot;11911831
KITLG	KIT	KITLG_KIT	undefined	uniprot;1698556;1698556,1375232,7680037
NECTIN2	NECTIN3	NECTIN2_NECTIN3	undefined	19011627,12740392;19011627
CCL18	CCR8	CCL18_CCR8	undefined	PMID: 24218476;24218476
CD47	SIRPA	CD47_SIRPA	undefined	Reviewed in PMID: 23602662
VEGFB	NRP1	VEGFB_NRP1	undefined	uniprot;10409677;409677,1041
TIGIT	NECTIN3	TIGIT_NECTIN3	undefined	PMID: 1313846
FASLG	FAS	FASLG_FAS	undefined	uniprot;9126929;9126929,9228058,9126929
MST1	MST1R	MST1_MST1R	undefined	PMID: 23792360;8062829;8062829,905
SEMA4A	PLXND1	SEMA4A_PLXND1	undefined	PMID: 22325954;22325954;;17318185
CLEC2A	KLRF2	CLEC2A_KLRF2	undefined	Induces NK Cell Activation. Reviewed in PMID: 24223577;24223577,23803857;24223577
CCL26	CCR1	CCL26_CCR1	undefined	PMID: 24218476;24218476,15039444;15039444
CEACAM1	CD209	CEACAM1_CD209	undefined	16282604,16246332;16282604
CD48	CD244	CD48_CD244	undefined	activating interaction. uniprot & PMID: 26697006;15870174
INS	INSR	INS_INSR	undefined	uniprot;2550426
CD55	ADGRE5	CD55_ADGRE5	undefined	11297558;12417446;12417446,11
LILRB4	LAIR1	LILRB4_LAIR1	undefined	19283782
CD24	SELP	CD24_SELP	undefined	9129046
BTC	ERBB3	BTC_ERBB3	undefined	uniprot;9312020
CD52	SIGLEC10	CD52_SIGLEC10	undefined	23685786
FLT3LG	FLT3	FLT3LG_FLT3	undefined	uniprot;9651358;15147956,9651358,7505204
PPBP	CXCR1	PPBP_CXCR1	undefined	PMID: 24218476;1427896;8137938,8195702,1427896
