Lig	Rec	LigRec	pathway	evidence
PECAM1	CD177	PECAM1_CD177	undefined	17580308
CXCL13	ACKR4	CXCL13_ACKR4	undefined	PMID: 24218476;24218476,10706668;10706668
PGF	NRP1	PGF_NRP1	undefined	uniprot;11986311
TGFB1	TGFBR3	TGFB1_TGFBR3	undefined	uniprot;7935686
CD160	TNFRSF14	CD160_TNFRSF14	undefined	21959263
PODXL	SELL	PODXL_SELL	undefined	22814396;9625756
CCL3	CCR3	CCL3_CCR3	undefined	PMID: 24218476;24218476;7594543
EFNB2	EPHB6	EFNB2_EPHB6	undefined	PMID: 15114347;15114347;11114742
CCL26	CCR2	CCL26_CCR2	undefined	PMID: 24218476;24218476,15207250;15207250
CCL16	CCR2	CCL16_CCR2	undefined	PMID: 24218476;11470772
BST2	LILRA4	BST2_LILRA4	undefined	19564354;20193018
TNFSF10	TNFRSF10D	TNFSF10_TNFRSF10D	undefined	uniprot;9242610;9242610,943
CADM3	CADM1	CADM3_CADM1	undefined	uniprot
ICAM3	CD209	ICAM3_CD209	undefined	15795245
HLA-F	LILRB2	HLA-F_LILRB2	undefined	11169396
BDNF	NGFR	BDNF_NGFR	undefined	uniprot;29450725,10200483;
CD200	CD200R1	CD200_CD200R1	undefined	PMID: 22020332, also called CD200-CD200R;22020332;2020332
CEACAM5	CD1D	CEACAM5_CD1D	undefined	24104458
TNFSF10	TNFRSF11B	TNFSF10_TNFRSF11B	undefined	uniprot;9520411;9520411,122
NTF3	NGFR	NTF3_NGFR	undefined	uniprot;20036257;
CCL22	DPP4	CCL22_DPP4	undefined	PMID: 24218476;24218476
CCL7	CCR5	CCL7_CCR5	undefined	PMID: 24218476;10699158,24218476;10699158
CEACAM5	CEACAM1	CEACAM5_CEACAM1	undefined	Induces NK Cell Inhibition. Reviewed in PMID:24987108;24987108
PVR	CD96	PVR_CD96	undefined	uniprot;;24658051
CADM1	NECTIN3	CADM1_NECTIN3	undefined	uniprot
TNFSF14	TNFRSF6B	TNFSF14_TNFRSF6B	undefined	uniprot;11994433
NTF4	NGFR	NTF4_NGFR	undefined	uniprot;7541633
CEACAM1	SELE	CEACAM1_SELE	undefined	1378450
CCL3L3	CCR3	CCL3L3_CCR3	undefined	PMID: 24218476
CCL13	CCR2	CCL13_CCR2	undefined	PMID: 24218476;10699158,24218476;10699158
CXCL11	DPP4	CXCL11_DPP4	undefined	PMID: 24218476;24218476
CEACAM1	CEACAM8	CEACAM1_CEACAM8	undefined	24743304
CXCL2	DPP4	CXCL2_DPP4	undefined	PMID: 24218476;24218476
PGF	NRP2	PGF_NRP2	undefined	uniprot;10748121
TGFB3	TGFBR3	TGFB3_TGFBR3	undefined	uniprot;11382746
VEGFD	FLT4	VEGFD_FLT4	undefined	uniprot;9435229;
CXCL12	DPP4	CXCL12_DPP4	undefined	PMID: 24218476;30759373
EFNB1	EPHB6	EFNB1_EPHB6	undefined	PMID: 15114347;11114742,15114347;11114742
VEGFA	NRP1	VEGFA_NRP1	undefined	uniprot;11986311;11986311,15637071,10409677,9529250,17222790,16763549
CCL8	CCR5	CCL8_CCR5	undefined	PMID: 24218476;10699158,24218476;10699158
VEGFA	NRP2	VEGFA_NRP2	undefined	uniprot;10748121
PECAM1	CD38	PECAM1_CD38	undefined	9551996,26407101;9551996
KLRB1	CLEC2D	KLRB1_CLEC2D	undefined	Induces NK Cell Inhibition. Reviewed in PMID: 24223577;24223577
ICOSLG	ICOS	ICOSLG_ICOS	undefined	important for T follicular helper cells (Tfh) and type 2 T helper cell (Th2) responses. Reviewed in PMID: 23954143;23954143;
CCL8	CCR3	CCL8_CCR3	undefined	PMID: 24218476;10699158,24218476;10699158
CD47	SIRPG	CD47_SIRPG	undefined	15294972
CD1D	LILRB2	CD1D_LILRB2	undefined	19124746
VEGFD	KDR	VEGFD_KDR	undefined	uniprot;9435229;
CCL13	CCR3	CCL13_CCR3	undefined	PMID: 24218476;10699158,24218476;10699158
PVR	NECTIN3	PVR_NECTIN3	undefined	19011627,12740392;19011627
CXCL9	DPP4	CXCL9_DPP4	undefined	PMID: 24218476;24218476
NCR3LG1	NCR3	NCR3LG1_NCR3	undefined	activating interaction from uniprot;30512185
VEGFC	FLT4	VEGFC_FLT4	undefined	uniprot;12881528;12881528,8700872,16530705
CCL14	CCR3	CCL14_CCR3	undefined	PMID: 24218476;11085751
CCL11	DPP4	CCL11_DPP4	undefined	PMID: 24218476;9660793
CXCL10	DPP4	CXCL10_DPP4	undefined	PMID: 24218476;24218476
SEMA3F	NRP1	SEMA3F_NRP1	undefined	9883722
DCN	EGFR	DCN_EGFR	undefined	12105207
DCN	MET	DCN_MET	undefined	10942781
DCN	ERBB4	DCN_ERBB4	undefined	10942781
GRN	TNFRSF1A	GRN_TNFRSF1A	undefined	24070898
GRN	EGFR	GRN_EGFR	undefined	32103204
GRN	TNFRSF1B	GRN_TNFRSF1B	undefined	29740434
GRN	CLEC4M	GRN_CLEC4M	undefined	32103204
CEACAM1	EGFR	CEACAM1_EGFR	undefined	15467833
FGF4	NRP1	FGF4_NRP1	undefined	16597617;15695515
ST6GAL1	EGFR	ST6GAL1_EGFR	undefined	29402301
NTN1	UNC5D	NTN1_UNC5D	undefined	9126742
NTN1	UNC5B	NTN1_UNC5B	undefined	9126742
NTN1	DCC	NTN1_DCC	undefined	8861902;8861902,10399920,9950216,12810718
NTN1	UNC5A	NTN1_UNC5A	undefined	9126742
NTN1	ADORA2B	NTN1_ADORA2B	undefined	11048721
NTN1	UNC5C	NTN1_UNC5C	undefined	12810718;12810718,1
NTN1	NEO1	NTN1_NEO1	undefined	8861902;8861902,126
SCT	PTH1R	SCT_PTH1R	undefined	32196115;
SCT	ADCYAP1R1	SCT_ADCYAP1R1	undefined	32196115;
SCT	RAMP2	SCT_RAMP2	undefined	32196115;
SCT	VIPR1	SCT_VIPR1	undefined	12133828
SCT	RAMP3	SCT_RAMP3	undefined	32196115;
SCT	GPR20	SCT_GPR20	undefined	32196115;
SCT	ADRB2	SCT_ADRB2	undefined	32196115;
SCT	VIPR2	SCT_VIPR2	undefined	9437714
SCT	ADRB3	SCT_ADRB3	undefined	32196115;
SCT	TSHR	SCT_TSHR	undefined	32196115;
SCT	GPR84	SCT_GPR84	undefined	32196115;
CEACAM6	EGFR	CEACAM6_EGFR	undefined	28892050
EFNB1	ERBB2	EFNB1_ERBB2	undefined	22279592
EFNB1	EPHA6	EFNB1_EPHA6	undefined	32196115;
EFNA2	EPHA10	EFNA2_EPHA10	undefined	11114742
EFNA2	EPHA6	EFNA2_EPHA6	undefined	11114742
FGF22	FGFR1	FGF22_FGFR1	undefined	16597617
MADCAM1	CD44	MADCAM1_CD44	undefined	2474557
TCN2	LRP2	TCN2_LRP2	undefined	8710919;
TCN2	CNR1	TCN2_CNR1	undefined	32196115;
NID2	COL13A1	NID2_COL13A1	undefined	11956183
GZMB	CHRM3	GZMB_CHRM3	undefined	11665980
GZMB	IGF2R	GZMB_IGF2R	undefined	11081635
RSPO4	LGR6	RSPO4_LGR6	undefined	21727895;21727895,22
RSPO4	LGR4	RSPO4_LGR4	undefined	21693646
RSPO4	LGR5	RSPO4_LGR5	undefined	21693646
OXT	AVPR2	OXT_AVPR2	undefined	9884074;9884074,9322919,9459574,9264324,7774575,12660315
OXT	AVPR1B	OXT_AVPR1B	undefined	16158071;9884074,9322919,9459574,9264324,16158071
OXT	AVPR1A	OXT_AVPR1A	undefined	8106369;8106369,9884074,9334232,9322919,9459574,9264324,10519430,12660315
F9	LRP1	F9_LRP1	undefined	11560943;11560943,13
PCSK1N	GPR171	PCSK1N_GPR171	undefined	31308196
TIMP1	FGFR2	TIMP1_FGFR2	undefined	32103204
TIMP1	CD63	TIMP1_CD63	undefined	16917503
MMP2	PECAM1	MMP2_PECAM1	undefined	30793207
MMP2	CCR2	MMP2_CCR2	undefined	30132565
MMP2	SDC2	MMP2_SDC2	undefined	17623663
MMP2	FGFR1	MMP2_FGFR1	undefined	8692946
CCL17	CCR8	CCL17_CCR8	undefined	10699158
TG	LRP2	TG_LRP2	undefined	11029276;9492085
TG	TPO	TG_TPO	undefined	28153798
SFRP1	FZD2	SFRP1_FZD2	undefined	26198319,32196115;6172602
SFRP1	FZD6	SFRP1_FZD6	undefined	10347172
PLAT	ITGAM	PLAT_ITGAM	undefined	22677557;
PLAT	LRP1	PLAT_LRP1	undefined	10632583;11560943,10632583,1502153
PLAT	ITGB2	PLAT_ITGB2	undefined	32196115;
DKK4	LRP6	DKK4_LRP6	undefined	29925589
DKK4	LRP5	DKK4_LRP5	undefined	29925589
LHB	PTH1R	LHB_PTH1R	undefined	32196115;
LHB	ADCYAP1R1	LHB_ADCYAP1R1	undefined	32196115;
LHB	RAMP2	LHB_RAMP2	undefined	32196115;
LHB	VIPR1	LHB_VIPR1	undefined	32196115;
LHB	RAMP3	LHB_RAMP3	undefined	32196115;
LHB	GPR20	LHB_GPR20	undefined	32196115;
LHB	ADRB2	LHB_ADRB2	undefined	32196115;
LHB	ADRB3	LHB_ADRB3	undefined	32196115;
LHB	TSHR	LHB_TSHR	undefined	32196115;
LHB	GPR84	LHB_GPR84	undefined	32196115;
AMH	EGFR	AMH_EGFR	undefined	8596488
RETN	GPR25	RETN_GPR25	undefined	32103204
TGFB1	ENG	TGFB1_ENG	undefined	12015308
TGFB1	EGFR	TGFB1_EGFR	undefined	32103204
TGFB1	ITGB3	TGFB1_ITGB3	undefined	32196115;
TGFB1	ACVRL1	TGFB1_ACVRL1	undefined	10716993
TGFB1	ITGB1	TGFB1_ITGB1	undefined	12415008;
TGFB1	CAV1	TGFB1_CAV1	undefined	32196115;
TGFB1	SDC2	TGFB1_SDC2	undefined	14976204
TGFB1	ITGB8	TGFB1_ITGB8	undefined	11970960
TGFB1	CXCR4	TGFB1_CXCR4	undefined	32196115;
TGFB1	ITGB5	TGFB1_ITGB5	undefined	32196115;
ICAM5	ITGAL	ICAM5_ITGAL	undefined	10741396;10741396,9
ICAM5	ITGB2	ICAM5_ITGB2	undefined	10741396;10741396,9
HGF	CD44	HGF_CD44	undefined	10037743
HGF	SDC1	HGF_SDC1	undefined	11830493
HGF	ITGB1	HGF_ITGB1	undefined	32196115;
HGF	SDC2	HGF_SDC2	undefined	8157651
HGF	NRP1	HGF_NRP1	undefined	18065694
HGF	ST14	HGF_ST14	undefined	12372819,17255532;12372819,11
PON2	HTR2A	PON2_HTR2A	undefined	26198319,32196115;16537434
PDAP1	PDGFRB	PDAP1_PDGFRB	undefined	26198319,32196115;11331882
SERPINE1	LRP2	SERPINE1_LRP2	undefined	7673355;8344937
SERPINE1	PLAUR	SERPINE1_PLAUR	undefined	10896774;
SERPINE1	ITGAV	SERPINE1_ITGAV	undefined	32196115;
SERPINE1	LRP1	SERPINE1_LRP1	undefined	15001579
SERPINE1	ITGB5	SERPINE1_ITGB5	undefined	32196115;
C5	ADRA2A	C5_ADRA2A	undefined	32196115;
C5	MTNR1A	C5_MTNR1A	undefined	32196115;
C5	C5AR2	C5_C5AR2	undefined	11773063;11773063,13
C5	C5AR1	C5_C5AR1	undefined	1847994;1847994,10602324,9881961,15661745,11773063,9553099
C5	GRM7	C5_GRM7	undefined	32196115;
CSF3	CSF1R	CSF3_CSF1R	undefined	26198319,32196115,32103204;
WNT3	RYK	WNT3_RYK	undefined	15454084
WNT3	ROR2	WNT3_ROR2	undefined	15388793
CCL2	CCR4	CCL2_CCR4	undefined	16421945
CCL2	CCR1	CCL2_CCR1	undefined	10699158
CCL2	CCR5	CCL2_CCR5	undefined	16298345;16298345,1
CCL2	CCR10	CCL2_CCR10	undefined	9364936;9364936,107
CCL2	CCR3	CCL2_CCR3	undefined	8642344
CCL2	ACKR4	CCL2_ACKR4	undefined	10734104
CCL13	CXCR3	CCL13_CXCR3	undefined	9660793
CCL13	CCR5	CCL13_CCR5	undefined	9790730;9790730,105
CCL13	CCR9	CCL13_CCR9	undefined	32196115;
COL1A1	ITGA5	COL1A1_ITGA5	undefined	1693626
COL1A1	CD93	COL1A1_CD93	undefined	1377218
COL1A1	FLT4	COL1A1_FLT4	undefined	32196115;
COL1A1	CD36	COL1A1_CD36	undefined	2468670
COL1A1	DDR2	COL1A1_DDR2	undefined	12611880;12611880,97
COL1A1	TMPRSS6	COL1A1_TMPRSS6	undefined	26198319,32196115;12149247
COL1A1	DDR1	COL1A1_DDR1	undefined	9659900
EFNB3	RHBDL2	EFNB3_RHBDL2	undefined	15047175
VTN	ITGA5	VTN_ITGA5	undefined	11331280
VTN	CD47	VTN_CD47	undefined	32196115;
VTN	KDR	VTN_KDR	undefined	32196115;
VTN	PLAUR	VTN_PLAUR	undefined	8830783
VTN	ITGB6	VTN_ITGB6	undefined	8120056
VTN	TNFRSF11B	VTN_TNFRSF11B	undefined	15799029
VTN	PVR	VTN_PVR	undefined	11437656
CXCL6	ADRA2A	CXCL6_ADRA2A	undefined	32196115;
CXCL6	GRM7	CXCL6_GRM7	undefined	32196115;
CXCL6	MTNR1A	CXCL6_MTNR1A	undefined	32196115;
IL2	CD53	IL2_CD53	undefined	7963560
APOC3	LRP2	APOC3_LRP2	undefined	32196115;
APOC3	LDLR	APOC3_LDLR	undefined	27400128;
APOC3	LRP1	APOC3_LRP1	undefined	27400128;
APOC3	SDC2	APOC3_SDC2	undefined	27400128;
APOC3	TLR2	APOC3_TLR2	undefined	32196115;
SELPLG	ITGAM	SELPLG_ITGAM	undefined	32196115;
SELPLG	ESAM	SELPLG_ESAM	undefined	32196115;
SELPLG	ITGB2	SELPLG_ITGB2	undefined	22996336;
IL23A	IL12RB2	IL23A_IL12RB2	undefined	32196115;
GNB3	TGFBR1	GNB3_TGFBR1	undefined	15761153
GNB3	GABBR2	GNB3_GABBR2	undefined	32196115;
HBEGF	CD44	HBEGF_CD44	undefined	7532176
HBEGF	CD9	HBEGF_CD9	undefined	11735113,8194524;1939101,11735113,11846885,8194524
HBEGF	PRLR	HBEGF_PRLR	undefined	32196115;
IL4	CD53	IL4_CD53	undefined	7963560
LTF	LRP1	LTF_LRP1	undefined	15178744;15178744,15
LTF	TFRC	LTF_TFRC	undefined	32196115;
HRG	ERBB2	HRG_ERBB2	undefined	10559227
HRG	FCGR1A	HRG_FCGR1A	undefined	10421785
HRG	ERBB3	HRG_ERBB3	undefined	10995872
TFPI	VLDLR	TFPI_VLDLR	undefined	11278667
TFPI	LRP1	TFPI_LRP1	undefined	8824219
TFPI	SDC4	TFPI_SDC4	undefined	32196115;
TFPI	F3	TFPI_F3	undefined	22197177;
APOB	ITGAM	APOB_ITGAM	undefined	32196115;
APOB	LRP6	APOB_LRP6	undefined	22461740,22128165;
APOB	OLR1	APOB_OLR1	undefined	9763524
APOB	LRP2	APOB_LRP2	undefined	10330424
APOB	VLDLR	APOB_VLDLR	undefined	32196115;
APOB	LDLR	APOB_LDLR	undefined	11327878;11327878,12
APOB	CALCR	APOB_CALCR	undefined	32196115;
APOB	MTTP	APOB_MTTP	undefined	29650752;
APOB	LSR	APOB_LSR	undefined	7615497
APOB	ADRB2	APOB_ADRB2	undefined	32196115;
APOB	TLR6	APOB_TLR6	undefined	32196115;
APOB	LRP1	APOB_LRP1	undefined	32196115;
APOB	ITGB2	APOB_ITGB2	undefined	32196115;
APOB	TLR4	APOB_TLR4	undefined	32196115;
APOB	LRP8	APOB_LRP8	undefined	32196115;
PROC	ITGAM	PROC_ITGAM	undefined	28408624;
PROC	ITGB2	PROC_ITGB2	undefined	28408624;
PROC	THBD	PROC_THBD	undefined	11106601;11106601,13
ANGPTL1	TEK	ANGPTL1_TEK	undefined	10051567
APOA1	ABCA1	APOA1_ABCA1	undefined	27100352
APOA1	LRP2	APOA1_LRP2	undefined	32196115;
APOA1	LDLR	APOA1_LDLR	undefined	16150825;
APOA1	LRP1	APOA1_LRP1	undefined	32196115;
FGF23	FGFR2	FGF23_FGFR2	undefined	16597617
FGF23	PHEX	FGF23_PHEX	undefined	11409890
FGF23	KL	FGF23_KL	undefined	30451736
TGFB3	ENG	TGFB3_ENG	undefined	9872992
TGFB3	ITGB1	TGFB3_ITGB1	undefined	32196115;
TGFB3	ITGB3	TGFB3_ITGB3	undefined	32196115;
TGFB3	ACVRL1	TGFB3_ACVRL1	undefined	11850637;11850637,1
TGFB3	ITGB6	TGFB3_ITGB6	undefined	11821050;
TGFB3	ITGB5	TGFB3_ITGB5	undefined	32196115;
IAPP	PTH1R	IAPP_PTH1R	undefined	32196115;
IAPP	ADCYAP1R1	IAPP_ADCYAP1R1	undefined	32196115;
IAPP	RAMP2	IAPP_RAMP2	undefined	16531504
IAPP	VIPR1	IAPP_VIPR1	undefined	32196115;
IAPP	RAMP3	IAPP_RAMP3	undefined	25409149;
IAPP	GPR20	IAPP_GPR20	undefined	32196115;
IAPP	ADRB2	IAPP_ADRB2	undefined	32196115;
IAPP	RAMP1	IAPP_RAMP1	undefined	10385705
IAPP	ADRB3	IAPP_ADRB3	undefined	32196115;
IAPP	TSHR	IAPP_TSHR	undefined	32196115;
IAPP	GPR84	IAPP_GPR84	undefined	32196115;
TNFSF10	RIPK1	TNFSF10_RIPK1	undefined	32103204
INHBA	ENG	INHBA_ENG	undefined	9872992
INHBA	BAMBI	INHBA_BAMBI	undefined	10918299
INHA	ACVR1	INHA_ACVR1	undefined	32196115;29747587
INHA	ACVR2B	INHA_ACVR2B	undefined	32196115;29747587
LYPD3	AGR2	LYPD3_AGR2	undefined	32140067;
EREG	ERBB3	EREG_ERBB3	undefined	32196115;
EFNB2	PECAM1	EFNB2_PECAM1	undefined	16357318
EFNB2	RHBDL2	EFNB2_RHBDL2	undefined	15047175
EFNB2	EPHA3	EFNB2_EPHA3	undefined	8559144
EFNB2	GRM5	EFNB2_GRM5	undefined	15745950
EFNB2	EPHA6	EFNB2_EPHA6	undefined	10648835
EFNB2	GRM1	EFNB2_GRM1	undefined	15745950
BMP4	LRP6	BMP4_LRP6	undefined	19553665
PSPN	GFRA3	PSPN_GFRA3	undefined	32196115;
PSPN	SDC3	PSPN_SDC3	undefined	32196115;
PSPN	GFRA2	PSPN_GFRA2	undefined	32196115;
PSPN	GFRA1	PSPN_GFRA1	undefined	20350599
CD70	TNFRSF13B	CD70_TNFRSF13B	undefined	32103204
C3	CD19	C3_CD19	undefined	15454921
C3	CD46	C3_CD46	undefined	1717583
C3	MTNR1A	C3_MTNR1A	undefined	32196115;
C3	C5AR2	C3_C5AR2	undefined	11773063
C3	GRM7	C3_GRM7	undefined	32196115;
C3	ADRA2A	C3_ADRA2A	undefined	32196115;
C3	IFITM1	C3_IFITM1	undefined	32196115;
C3	CR1	C3_CR1	undefined	9988761;9988761,104
C3	CD81	C3_CD81	undefined	15886112;
VASP	CXCR2	VASP_CXCR2	undefined	19435808
OMG	RTN4RL1	OMG_RTN4RL1	undefined	12068310
OMG	LINGO1	OMG_LINGO1	undefined	14966521
AANAT	MTNR1B	AANAT_MTNR1B	undefined	12943195
AANAT	MTNR1A	AANAT_MTNR1A	undefined	12943195
LMAN1	MCFD2	LMAN1_MCFD2	undefined	20138881
APOE	LRP6	APOE_LRP6	undefined	22461740
APOE	LRP2	APOE_LRP2	undefined	16266282;11421580
APOE	VLDLR	APOE_VLDLR	undefined	12870663;12870663,12
APOE	LDLR	APOE_LDLR	undefined	11327878;11327878,12
APOE	LRP5	APOE_LRP5	undefined	9832610;9832610)
APOE	CHRNA4	APOE_CHRNA4	undefined	32196115;
APOE	TREM2	APOE_TREM2	undefined	27477018
APOE	LSR	APOE_LSR	undefined	7615497,29178324
APOE	SORL1	APOE_SORL1	undefined	11294867
APOE	ABCA1	APOE_ABCA1	undefined	24814386
APOE	SCARB1	APOE_SCARB1	undefined	12138091
APOE	SDC2	APOE_SDC2	undefined	15583000
APOE	LRP8	APOE_LRP8	undefined	12950167;12950167,12167620,12950167
APOE	LRP4	APOE_LRP4	undefined	25688974
APOC2	LDLR	APOC2_LDLR	undefined	32196115;
NCAN	CDH2	NCAN_CDH2	undefined	32196115;
NCAN	SDC3	NCAN_SDC3	undefined	32196115;
BMP15	BMPR1A	BMP15_BMPR1A	undefined	24140593,15621726;2419820
EPO	EPHB4	EPO_EPHB4	undefined	26481148
GDF15	GFRAL	GDF15_GFRAL	undefined	28846098
GDF15	RET	GDF15_RET	undefined	28846099
LAMA5	SDC1	LAMA5_SDC1	undefined	32196115;
LAMA5	BCAM	LAMA5_BCAM	undefined	12244066;12244066,11
F12	GP1BA	F12_GP1BA	undefined	10801853
JAG1	CD46	JAG1_CD46	undefined	23086448
CRP	OLR1	CRP_OLR1	undefined	21821723
CRP	CR1	CRP_CR1	undefined	8906746
NTS	SORT1	NTS_SORT1	undefined	9756851;9756851,161
TSHB	PTH1R	TSHB_PTH1R	undefined	32196115;
TSHB	ADCYAP1R1	TSHB_ADCYAP1R1	undefined	32196115;
TSHB	VIPR1	TSHB_VIPR1	undefined	32196115;
TSHB	GPR20	TSHB_GPR20	undefined	32196115;
TSHB	ADRB2	TSHB_ADRB2	undefined	32196115;
TSHB	ADRB3	TSHB_ADRB3	undefined	32196115;
TSHB	GPR84	TSHB_GPR84	undefined	32196115;
FST	BMPR2	FST_BMPR2	undefined	32196115;
FST	BMPR1B	FST_BMPR1B	undefined	32196115;
GRP	BRS3	GRP_BRS3	undefined	11112777
GRP	NMBR	GRP_NMBR	undefined	10545285
SPX	GALR2	SPX_GALR2	undefined	31730796
LACRT	SDC1	LACRT_SDC1	undefined	16982797
GDF11	BMPR2	GDF11_BMPR2	undefined	32196115;
GDF11	BMPR1A	GDF11_BMPR1A	undefined	32196115;
GDF11	BMPR1B	GDF11_BMPR1B	undefined	32196115;
IL1RN	IL1RL2	IL1RN_IL1RL2	undefined	22047735;
CFC1	ACVR1B	CFC1_ACVR1B	undefined	32196115;
ORM1	CCR5	ORM1_CCR5	undefined	11336643
CCL21	ADRA2A	CCL21_ADRA2A	undefined	32196115;
CCL21	MTNR1A	CCL21_MTNR1A	undefined	32196115;
CCL21	CXCR3	CCL21_CXCR3	undefined	11907075
CCL21	GRM7	CCL21_GRM7	undefined	32196115;
CCL21	ACKR2	CCL21_ACKR2	undefined	10706668
CCL27	ADRA2A	CCL27_ADRA2A	undefined	32196115;
CCL27	GRM7	CCL27_GRM7	undefined	32196115;
CCL27	ACKR2	CCL27_ACKR2	undefined	10725697;11821900,10725697,10725696
CCL27	MTNR1A	CCL27_MTNR1A	undefined	32196115;
MMP7	CD44	MMP7_CD44	undefined	11825873
MMP7	SDC1	MMP7_SDC1	undefined	26934670
MMP7	CD151	MMP7_CD151	undefined	16200075
MMP7	ERBB4	MMP7_ERBB4	undefined	17638887
THBS1	ITGA4	THBS1_ITGA4	undefined	14699013
THBS1	LRP5	THBS1_LRP5	undefined	7775583
THBS1	SCARB1	THBS1_SCARB1	undefined	32196115;
THBS1	ITGA6	THBS1_ITGA6	undefined	12909644
THBS1	TNFRSF11B	THBS1_TNFRSF11B	undefined	15799029
ADAM10	GPNMB	ADAM10_GPNMB	undefined	26581806
ADAM10	TSPAN5	ADAM10_TSPAN5	undefined	28428248
ADAM10	TSPAN15	ADAM10_TSPAN15	undefined	23035126
ADAM10	CD44	ADAM10_CD44	undefined	18971959
ADAM10	TSPAN10	ADAM10_TSPAN10	undefined	28687716
ADAM10	CADM1	ADAM10_CADM1	undefined	22172944
ADAM10	TSPAN14	ADAM10_TSPAN14	undefined	30013551
ADAM10	NOTCH1	ADAM10_NOTCH1	undefined	22399336
ADAM10	IL6R	ADAM10_IL6R	undefined	21454673
ADAM10	MET	ADAM10_MET	undefined	22689693
ADAM10	TSPAN17	ADAM10_TSPAN17	undefined	23035126
ADAM10	EPHA3	ADAM10_EPHA3	undefined	16239146
ADAM10	TREM2	ADAM10_TREM2	undefined	28923481
ADAM10	AXL	ADAM10_AXL	undefined	7822279
ADAM10	NRCAM	ADAM10_NRCAM	undefined	30833305
LYZ	ITGAL	LYZ_ITGAL	undefined	32196115;
VWF	SCARA5	VWF_SCARA5	undefined	31126000
VWF	STAB2	VWF_STAB2	undefined	30124466
VWF	SELP	VWF_SELP	undefined	16418330;
VWF	SIRPA	VWF_SIRPA	undefined	32196115;
VWF	TNFRSF11B	VWF_TNFRSF11B	undefined	15799029
VWF	GP1BA	VWF_GP1BA	undefined	12183630;12183630,12087105,6336654
CDH1	EGFR	CDH1_EGFR	undefined	10969083
CDH1	LRP5	CDH1_LRP5	undefined	32196115;
CDH1	IGF1R	CDH1_IGF1R	undefined	22479204
CDH1	ERBB3	CDH1_ERBB3	undefined	32196115;
CDH1	CDH2	CDH1_CDH2	undefined	32196115;
CDH1	PTPRM	CDH1_PTPRM	undefined	9531566;9531566,7642713,15588985
CDH1	PTPRF	CDH1_PTPRF	undefined	12095414
RIMS2	ABCA1	RIMS2_ABCA1	undefined	16192289
ANOS1	SDC2	ANOS1_SDC2	undefined	26198319,32196115;
ANOS1	FGFR1	ANOS1_FGFR1	undefined	19696444
TIMP2	CD44	TIMP2_CD44	undefined	14871815
TIMP2	ITGB1	TIMP2_ITGB1	undefined	16326706
LGALS3BP	ITGB1	LGALS3BP_ITGB1	undefined	9501082
MIA	CDH7	MIA_CDH7	undefined	19200257
LCN1	LMBR1L	LCN1_LMBR1L	undefined	11287427
CNTN3	PTPRG	CNTN3_PTPRG	undefined	20133774
CKLF	CCR4	CKLF_CCR4	undefined	10699158
LAMC2	CD151	LAMC2_CD151	undefined	32196115;
LAMC2	COL17A1	LAMC2_COL17A1	undefined	32196115;
NID1	ITGB1	NID1_ITGB1	undefined	32196115;
NID1	ITGB3	NID1_ITGB3	undefined	8831898;8831898,969
NID1	COL13A1	NID1_COL13A1	undefined	11956183
NID1	PTPRF	NID1_PTPRF	undefined	9647658
NMU	ADRA2A	NMU_ADRA2A	undefined	32196115;
NMU	GRM7	NMU_GRM7	undefined	32196115;
NMU	MTNR1A	NMU_MTNR1A	undefined	32196115;
WNT5A	PTK7	WNT5A_PTK7	undefined	26499793
WNT5A	LDLR	WNT5A_LDLR	undefined	32196115;
WNT5A	LRP5	WNT5A_LRP5	undefined	16602827
WNT5A	EPHA7	WNT5A_EPHA7	undefined	32103204
WNT5A	ROR1	WNT5A_ROR1	undefined	18287027
WNT5A	VANGL2	WNT5A_VANGL2	undefined	21316585
WNT5A	RYK	WNT5A_RYK	undefined	15598975
WNT5A	ROR2	WNT5A_ROR2	undefined	12839624
WNT5A	PTPRK	WNT5A_PTPRK	undefined	32103204
WNT5A	ADRB2	WNT5A_ADRB2	undefined	32196115;
WNT5A	ANTXR1	WNT5A_ANTXR1	undefined	32103204
FGF10	FGFRL1	FGF10_FGFRL1	undefined	19920134
ICAM1	MUC1	ICAM1_MUC1	undefined	22866263
ICAM1	EGFR	ICAM1_EGFR	undefined	16799092
ICAM1	CAV1	ICAM1_CAV1	undefined	32196115;
ICAM1	IL2RA	ICAM1_IL2RA	undefined	1976256
ICAM1	IL2RG	ICAM1_IL2RG	undefined	1976256
OLFM2	ROBO2	OLFM2_ROBO2	undefined	26198319,32196115;16169070
BST1	CAV1	BST1_CAV1	undefined	11866528
KNG1	ITGAM	KNG1_ITGAM	undefined	32196115;
KNG1	ADRA2A	KNG1_ADRA2A	undefined	32196115;
KNG1	RXFP4	KNG1_RXFP4	undefined	14530218
KNG1	PLAUR	KNG1_PLAUR	undefined	14764580
KNG1	MTNR1A	KNG1_MTNR1A	undefined	32196115;
KNG1	ITGB2	KNG1_ITGB2	undefined	10845911
KNG1	SDC2	KNG1_SDC2	undefined	32196115;
KNG1	GRM7	KNG1_GRM7	undefined	32196115;
KNG1	GP1BA	KNG1_GP1BA	undefined	9269768
VCAN	ITGA4	VCAN_ITGA4	undefined	11083865
VCAN	CD44	VCAN_CD44	undefined	10950950
VCAN	EGFR	VCAN_EGFR	undefined	16045811
